slide,species,tissue,pmid,title,abstract,keywords,involve_cancer,tech,spot_num,gene_num
GSE197023_GSM5907086,human,skin,37312623,Spatial transcriptomics combined with single-cell RNA-sequencing unravels the complex inflammatory cell network in atopic dermatitis,"Background: Atopic dermatitis (AD) is the most common chronic inflammatory skin disease with complex pathogenesis for which the cellular and molecular crosstalk in AD skin has not been fully understood.

Methods: Skin tissues examined for spatial gene expression were derived from the upper arm of 6 healthy control (HC) donors and 7 AD patients (lesion and nonlesion). We performed spatial transcriptomics sequencing to characterize the cellular infiltrate in lesional skin. For single-cell analysis, we analyzed the single-cell data from suction blister material from AD lesions and HC skin at the antecubital fossa skin (4 ADs and 5 HCs) and full-thickness skin biopsies (4 ADs and 2 HCs). The multiple proximity extension assays were performed in the serum samples from 36 AD patients and 28 HCs.

Results: The single-cell analysis identified unique clusters of fibroblasts, dendritic cells, and macrophages in the lesional AD skin. Spatial transcriptomics analysis showed the upregulation of COL6A5, COL4A1, TNC, and CCL19 in COL18A1-expressing fibroblasts in the leukocyte-infiltrated areas in AD skin. CCR7-expressing dendritic cells (DCs) showed a similar distribution in the lesions. Additionally, M2 macrophages expressed CCL13 and CCL18 in this area. Ligand-receptor interaction analysis of the spatial transcriptome identified neighboring infiltration and interaction between activated COL18A1-expressing fibroblasts, CCL13- and CCL18-expressing M2 macrophages, CCR7- and LAMP3-expressing DCs, and T cells. As observed in skin lesions, serum levels of TNC and CCL18 were significantly elevated in AD, and correlated with clinical disease severity.

Conclusion: In this study, we show the unknown cellular crosstalk in leukocyte-infiltrated area in lesional skin. Our findings provide a comprehensive in-depth knowledge of the nature of AD skin lesions to guide the development of better treatments.",atopic dermatitis; single-cell transcriptomics; spatial transcriptomics; targeted proteomics.,False,Visium,754,21587
GSE197023_GSM5907088,human,skin,37312623,Spatial transcriptomics combined with single-cell RNA-sequencing unravels the complex inflammatory cell network in atopic dermatitis,"Background: Atopic dermatitis (AD) is the most common chronic inflammatory skin disease with complex pathogenesis for which the cellular and molecular crosstalk in AD skin has not been fully understood.

Methods: Skin tissues examined for spatial gene expression were derived from the upper arm of 6 healthy control (HC) donors and 7 AD patients (lesion and nonlesion). We performed spatial transcriptomics sequencing to characterize the cellular infiltrate in lesional skin. For single-cell analysis, we analyzed the single-cell data from suction blister material from AD lesions and HC skin at the antecubital fossa skin (4 ADs and 5 HCs) and full-thickness skin biopsies (4 ADs and 2 HCs). The multiple proximity extension assays were performed in the serum samples from 36 AD patients and 28 HCs.

Results: The single-cell analysis identified unique clusters of fibroblasts, dendritic cells, and macrophages in the lesional AD skin. Spatial transcriptomics analysis showed the upregulation of COL6A5, COL4A1, TNC, and CCL19 in COL18A1-expressing fibroblasts in the leukocyte-infiltrated areas in AD skin. CCR7-expressing dendritic cells (DCs) showed a similar distribution in the lesions. Additionally, M2 macrophages expressed CCL13 and CCL18 in this area. Ligand-receptor interaction analysis of the spatial transcriptome identified neighboring infiltration and interaction between activated COL18A1-expressing fibroblasts, CCL13- and CCL18-expressing M2 macrophages, CCR7- and LAMP3-expressing DCs, and T cells. As observed in skin lesions, serum levels of TNC and CCL18 were significantly elevated in AD, and correlated with clinical disease severity.

Conclusion: In this study, we show the unknown cellular crosstalk in leukocyte-infiltrated area in lesional skin. Our findings provide a comprehensive in-depth knowledge of the nature of AD skin lesions to guide the development of better treatments.",atopic dermatitis; single-cell transcriptomics; spatial transcriptomics; targeted proteomics.,False,Visium,975,21587
GSE197023_GSM5907089,human,skin,37312623,Spatial transcriptomics combined with single-cell RNA-sequencing unravels the complex inflammatory cell network in atopic dermatitis,"Background: Atopic dermatitis (AD) is the most common chronic inflammatory skin disease with complex pathogenesis for which the cellular and molecular crosstalk in AD skin has not been fully understood.

Methods: Skin tissues examined for spatial gene expression were derived from the upper arm of 6 healthy control (HC) donors and 7 AD patients (lesion and nonlesion). We performed spatial transcriptomics sequencing to characterize the cellular infiltrate in lesional skin. For single-cell analysis, we analyzed the single-cell data from suction blister material from AD lesions and HC skin at the antecubital fossa skin (4 ADs and 5 HCs) and full-thickness skin biopsies (4 ADs and 2 HCs). The multiple proximity extension assays were performed in the serum samples from 36 AD patients and 28 HCs.

Results: The single-cell analysis identified unique clusters of fibroblasts, dendritic cells, and macrophages in the lesional AD skin. Spatial transcriptomics analysis showed the upregulation of COL6A5, COL4A1, TNC, and CCL19 in COL18A1-expressing fibroblasts in the leukocyte-infiltrated areas in AD skin. CCR7-expressing dendritic cells (DCs) showed a similar distribution in the lesions. Additionally, M2 macrophages expressed CCL13 and CCL18 in this area. Ligand-receptor interaction analysis of the spatial transcriptome identified neighboring infiltration and interaction between activated COL18A1-expressing fibroblasts, CCL13- and CCL18-expressing M2 macrophages, CCR7- and LAMP3-expressing DCs, and T cells. As observed in skin lesions, serum levels of TNC and CCL18 were significantly elevated in AD, and correlated with clinical disease severity.

Conclusion: In this study, we show the unknown cellular crosstalk in leukocyte-infiltrated area in lesional skin. Our findings provide a comprehensive in-depth knowledge of the nature of AD skin lesions to guide the development of better treatments.",atopic dermatitis; single-cell transcriptomics; spatial transcriptomics; targeted proteomics.,False,Visium,815,21587
GSE197023_GSM5907090,human,skin,37312623,Spatial transcriptomics combined with single-cell RNA-sequencing unravels the complex inflammatory cell network in atopic dermatitis,"Background: Atopic dermatitis (AD) is the most common chronic inflammatory skin disease with complex pathogenesis for which the cellular and molecular crosstalk in AD skin has not been fully understood.

Methods: Skin tissues examined for spatial gene expression were derived from the upper arm of 6 healthy control (HC) donors and 7 AD patients (lesion and nonlesion). We performed spatial transcriptomics sequencing to characterize the cellular infiltrate in lesional skin. For single-cell analysis, we analyzed the single-cell data from suction blister material from AD lesions and HC skin at the antecubital fossa skin (4 ADs and 5 HCs) and full-thickness skin biopsies (4 ADs and 2 HCs). The multiple proximity extension assays were performed in the serum samples from 36 AD patients and 28 HCs.

Results: The single-cell analysis identified unique clusters of fibroblasts, dendritic cells, and macrophages in the lesional AD skin. Spatial transcriptomics analysis showed the upregulation of COL6A5, COL4A1, TNC, and CCL19 in COL18A1-expressing fibroblasts in the leukocyte-infiltrated areas in AD skin. CCR7-expressing dendritic cells (DCs) showed a similar distribution in the lesions. Additionally, M2 macrophages expressed CCL13 and CCL18 in this area. Ligand-receptor interaction analysis of the spatial transcriptome identified neighboring infiltration and interaction between activated COL18A1-expressing fibroblasts, CCL13- and CCL18-expressing M2 macrophages, CCR7- and LAMP3-expressing DCs, and T cells. As observed in skin lesions, serum levels of TNC and CCL18 were significantly elevated in AD, and correlated with clinical disease severity.

Conclusion: In this study, we show the unknown cellular crosstalk in leukocyte-infiltrated area in lesional skin. Our findings provide a comprehensive in-depth knowledge of the nature of AD skin lesions to guide the development of better treatments.",atopic dermatitis; single-cell transcriptomics; spatial transcriptomics; targeted proteomics.,False,Visium,878,21587
GSE197023_GSM5907091,human,skin,37312623,Spatial transcriptomics combined with single-cell RNA-sequencing unravels the complex inflammatory cell network in atopic dermatitis,"Background: Atopic dermatitis (AD) is the most common chronic inflammatory skin disease with complex pathogenesis for which the cellular and molecular crosstalk in AD skin has not been fully understood.

Methods: Skin tissues examined for spatial gene expression were derived from the upper arm of 6 healthy control (HC) donors and 7 AD patients (lesion and nonlesion). We performed spatial transcriptomics sequencing to characterize the cellular infiltrate in lesional skin. For single-cell analysis, we analyzed the single-cell data from suction blister material from AD lesions and HC skin at the antecubital fossa skin (4 ADs and 5 HCs) and full-thickness skin biopsies (4 ADs and 2 HCs). The multiple proximity extension assays were performed in the serum samples from 36 AD patients and 28 HCs.

Results: The single-cell analysis identified unique clusters of fibroblasts, dendritic cells, and macrophages in the lesional AD skin. Spatial transcriptomics analysis showed the upregulation of COL6A5, COL4A1, TNC, and CCL19 in COL18A1-expressing fibroblasts in the leukocyte-infiltrated areas in AD skin. CCR7-expressing dendritic cells (DCs) showed a similar distribution in the lesions. Additionally, M2 macrophages expressed CCL13 and CCL18 in this area. Ligand-receptor interaction analysis of the spatial transcriptome identified neighboring infiltration and interaction between activated COL18A1-expressing fibroblasts, CCL13- and CCL18-expressing M2 macrophages, CCR7- and LAMP3-expressing DCs, and T cells. As observed in skin lesions, serum levels of TNC and CCL18 were significantly elevated in AD, and correlated with clinical disease severity.

Conclusion: In this study, we show the unknown cellular crosstalk in leukocyte-infiltrated area in lesional skin. Our findings provide a comprehensive in-depth knowledge of the nature of AD skin lesions to guide the development of better treatments.",atopic dermatitis; single-cell transcriptomics; spatial transcriptomics; targeted proteomics.,False,Visium,527,21587
GSE197023_GSM5907092,human,skin,37312623,Spatial transcriptomics combined with single-cell RNA-sequencing unravels the complex inflammatory cell network in atopic dermatitis,"Background: Atopic dermatitis (AD) is the most common chronic inflammatory skin disease with complex pathogenesis for which the cellular and molecular crosstalk in AD skin has not been fully understood.

Methods: Skin tissues examined for spatial gene expression were derived from the upper arm of 6 healthy control (HC) donors and 7 AD patients (lesion and nonlesion). We performed spatial transcriptomics sequencing to characterize the cellular infiltrate in lesional skin. For single-cell analysis, we analyzed the single-cell data from suction blister material from AD lesions and HC skin at the antecubital fossa skin (4 ADs and 5 HCs) and full-thickness skin biopsies (4 ADs and 2 HCs). The multiple proximity extension assays were performed in the serum samples from 36 AD patients and 28 HCs.

Results: The single-cell analysis identified unique clusters of fibroblasts, dendritic cells, and macrophages in the lesional AD skin. Spatial transcriptomics analysis showed the upregulation of COL6A5, COL4A1, TNC, and CCL19 in COL18A1-expressing fibroblasts in the leukocyte-infiltrated areas in AD skin. CCR7-expressing dendritic cells (DCs) showed a similar distribution in the lesions. Additionally, M2 macrophages expressed CCL13 and CCL18 in this area. Ligand-receptor interaction analysis of the spatial transcriptome identified neighboring infiltration and interaction between activated COL18A1-expressing fibroblasts, CCL13- and CCL18-expressing M2 macrophages, CCR7- and LAMP3-expressing DCs, and T cells. As observed in skin lesions, serum levels of TNC and CCL18 were significantly elevated in AD, and correlated with clinical disease severity.

Conclusion: In this study, we show the unknown cellular crosstalk in leukocyte-infiltrated area in lesional skin. Our findings provide a comprehensive in-depth knowledge of the nature of AD skin lesions to guide the development of better treatments.",atopic dermatitis; single-cell transcriptomics; spatial transcriptomics; targeted proteomics.,False,Visium,722,21587
GSE197023_GSM5907093,human,skin,37312623,Spatial transcriptomics combined with single-cell RNA-sequencing unravels the complex inflammatory cell network in atopic dermatitis,"Background: Atopic dermatitis (AD) is the most common chronic inflammatory skin disease with complex pathogenesis for which the cellular and molecular crosstalk in AD skin has not been fully understood.

Methods: Skin tissues examined for spatial gene expression were derived from the upper arm of 6 healthy control (HC) donors and 7 AD patients (lesion and nonlesion). We performed spatial transcriptomics sequencing to characterize the cellular infiltrate in lesional skin. For single-cell analysis, we analyzed the single-cell data from suction blister material from AD lesions and HC skin at the antecubital fossa skin (4 ADs and 5 HCs) and full-thickness skin biopsies (4 ADs and 2 HCs). The multiple proximity extension assays were performed in the serum samples from 36 AD patients and 28 HCs.

Results: The single-cell analysis identified unique clusters of fibroblasts, dendritic cells, and macrophages in the lesional AD skin. Spatial transcriptomics analysis showed the upregulation of COL6A5, COL4A1, TNC, and CCL19 in COL18A1-expressing fibroblasts in the leukocyte-infiltrated areas in AD skin. CCR7-expressing dendritic cells (DCs) showed a similar distribution in the lesions. Additionally, M2 macrophages expressed CCL13 and CCL18 in this area. Ligand-receptor interaction analysis of the spatial transcriptome identified neighboring infiltration and interaction between activated COL18A1-expressing fibroblasts, CCL13- and CCL18-expressing M2 macrophages, CCR7- and LAMP3-expressing DCs, and T cells. As observed in skin lesions, serum levels of TNC and CCL18 were significantly elevated in AD, and correlated with clinical disease severity.

Conclusion: In this study, we show the unknown cellular crosstalk in leukocyte-infiltrated area in lesional skin. Our findings provide a comprehensive in-depth knowledge of the nature of AD skin lesions to guide the development of better treatments.",atopic dermatitis; single-cell transcriptomics; spatial transcriptomics; targeted proteomics.,False,Visium,629,21587
GSE197023_GSM5907094,human,skin,37312623,Spatial transcriptomics combined with single-cell RNA-sequencing unravels the complex inflammatory cell network in atopic dermatitis,"Background: Atopic dermatitis (AD) is the most common chronic inflammatory skin disease with complex pathogenesis for which the cellular and molecular crosstalk in AD skin has not been fully understood.

Methods: Skin tissues examined for spatial gene expression were derived from the upper arm of 6 healthy control (HC) donors and 7 AD patients (lesion and nonlesion). We performed spatial transcriptomics sequencing to characterize the cellular infiltrate in lesional skin. For single-cell analysis, we analyzed the single-cell data from suction blister material from AD lesions and HC skin at the antecubital fossa skin (4 ADs and 5 HCs) and full-thickness skin biopsies (4 ADs and 2 HCs). The multiple proximity extension assays were performed in the serum samples from 36 AD patients and 28 HCs.

Results: The single-cell analysis identified unique clusters of fibroblasts, dendritic cells, and macrophages in the lesional AD skin. Spatial transcriptomics analysis showed the upregulation of COL6A5, COL4A1, TNC, and CCL19 in COL18A1-expressing fibroblasts in the leukocyte-infiltrated areas in AD skin. CCR7-expressing dendritic cells (DCs) showed a similar distribution in the lesions. Additionally, M2 macrophages expressed CCL13 and CCL18 in this area. Ligand-receptor interaction analysis of the spatial transcriptome identified neighboring infiltration and interaction between activated COL18A1-expressing fibroblasts, CCL13- and CCL18-expressing M2 macrophages, CCR7- and LAMP3-expressing DCs, and T cells. As observed in skin lesions, serum levels of TNC and CCL18 were significantly elevated in AD, and correlated with clinical disease severity.

Conclusion: In this study, we show the unknown cellular crosstalk in leukocyte-infiltrated area in lesional skin. Our findings provide a comprehensive in-depth knowledge of the nature of AD skin lesions to guide the development of better treatments.",atopic dermatitis; single-cell transcriptomics; spatial transcriptomics; targeted proteomics.,False,Visium,838,21587
GSE197023_GSM5907095,human,skin,37312623,Spatial transcriptomics combined with single-cell RNA-sequencing unravels the complex inflammatory cell network in atopic dermatitis,"Background: Atopic dermatitis (AD) is the most common chronic inflammatory skin disease with complex pathogenesis for which the cellular and molecular crosstalk in AD skin has not been fully understood.

Methods: Skin tissues examined for spatial gene expression were derived from the upper arm of 6 healthy control (HC) donors and 7 AD patients (lesion and nonlesion). We performed spatial transcriptomics sequencing to characterize the cellular infiltrate in lesional skin. For single-cell analysis, we analyzed the single-cell data from suction blister material from AD lesions and HC skin at the antecubital fossa skin (4 ADs and 5 HCs) and full-thickness skin biopsies (4 ADs and 2 HCs). The multiple proximity extension assays were performed in the serum samples from 36 AD patients and 28 HCs.

Results: The single-cell analysis identified unique clusters of fibroblasts, dendritic cells, and macrophages in the lesional AD skin. Spatial transcriptomics analysis showed the upregulation of COL6A5, COL4A1, TNC, and CCL19 in COL18A1-expressing fibroblasts in the leukocyte-infiltrated areas in AD skin. CCR7-expressing dendritic cells (DCs) showed a similar distribution in the lesions. Additionally, M2 macrophages expressed CCL13 and CCL18 in this area. Ligand-receptor interaction analysis of the spatial transcriptome identified neighboring infiltration and interaction between activated COL18A1-expressing fibroblasts, CCL13- and CCL18-expressing M2 macrophages, CCR7- and LAMP3-expressing DCs, and T cells. As observed in skin lesions, serum levels of TNC and CCL18 were significantly elevated in AD, and correlated with clinical disease severity.

Conclusion: In this study, we show the unknown cellular crosstalk in leukocyte-infiltrated area in lesional skin. Our findings provide a comprehensive in-depth knowledge of the nature of AD skin lesions to guide the development of better treatments.",atopic dermatitis; single-cell transcriptomics; spatial transcriptomics; targeted proteomics.,False,Visium,653,21587
GSE197023_GSM5907096,human,skin,37312623,Spatial transcriptomics combined with single-cell RNA-sequencing unravels the complex inflammatory cell network in atopic dermatitis,"Background: Atopic dermatitis (AD) is the most common chronic inflammatory skin disease with complex pathogenesis for which the cellular and molecular crosstalk in AD skin has not been fully understood.

Methods: Skin tissues examined for spatial gene expression were derived from the upper arm of 6 healthy control (HC) donors and 7 AD patients (lesion and nonlesion). We performed spatial transcriptomics sequencing to characterize the cellular infiltrate in lesional skin. For single-cell analysis, we analyzed the single-cell data from suction blister material from AD lesions and HC skin at the antecubital fossa skin (4 ADs and 5 HCs) and full-thickness skin biopsies (4 ADs and 2 HCs). The multiple proximity extension assays were performed in the serum samples from 36 AD patients and 28 HCs.

Results: The single-cell analysis identified unique clusters of fibroblasts, dendritic cells, and macrophages in the lesional AD skin. Spatial transcriptomics analysis showed the upregulation of COL6A5, COL4A1, TNC, and CCL19 in COL18A1-expressing fibroblasts in the leukocyte-infiltrated areas in AD skin. CCR7-expressing dendritic cells (DCs) showed a similar distribution in the lesions. Additionally, M2 macrophages expressed CCL13 and CCL18 in this area. Ligand-receptor interaction analysis of the spatial transcriptome identified neighboring infiltration and interaction between activated COL18A1-expressing fibroblasts, CCL13- and CCL18-expressing M2 macrophages, CCR7- and LAMP3-expressing DCs, and T cells. As observed in skin lesions, serum levels of TNC and CCL18 were significantly elevated in AD, and correlated with clinical disease severity.

Conclusion: In this study, we show the unknown cellular crosstalk in leukocyte-infiltrated area in lesional skin. Our findings provide a comprehensive in-depth knowledge of the nature of AD skin lesions to guide the development of better treatments.",atopic dermatitis; single-cell transcriptomics; spatial transcriptomics; targeted proteomics.,False,Visium,788,21587
GSE197317_GSM5914539,human,pancreas,36513063,Single-cell transcriptomic and spatial landscapes of the developing human pancreas,"Current differentiation protocols have not been successful in reproducibly generating fully functional human beta cells in vitro, partly due to incomplete understanding of human pancreas development. Here, we present detailed transcriptomic analysis of the various cell types of the developing human pancreas, including their spatial gene patterns. We integrated single-cell RNA sequencing with spatial transcriptomics at multiple developmental time points and revealed distinct temporal-spatial gene cascades. Cell trajectory inference identified endocrine progenitor populations and branch-specific genes as the progenitors differentiate toward alpha or beta cells. Spatial differentiation trajectories indicated that Schwann cells are spatially co-located with endocrine progenitors, and cell-cell connectivity analysis predicted that they may interact via L1CAM-EPHB2 signaling. Our integrated approach enabled us to identify heterogeneity and multiple lineage dynamics within the mesenchyme, showing that it contributed to the exocrine acinar cell state. Finally, we have generated an interactive web resource for investigating human pancreas development for the research community.",Schwann cells; Visium; beta cell development; endocrine progenitors; human fetal pancreas; scRNA-seq; spatial transcriptomics; trajectory inference.,False,Visium,294,36601
GSE197317_GSM5914540,human,pancreas,36513063,Single-cell transcriptomic and spatial landscapes of the developing human pancreas,"Current differentiation protocols have not been successful in reproducibly generating fully functional human beta cells in vitro, partly due to incomplete understanding of human pancreas development. Here, we present detailed transcriptomic analysis of the various cell types of the developing human pancreas, including their spatial gene patterns. We integrated single-cell RNA sequencing with spatial transcriptomics at multiple developmental time points and revealed distinct temporal-spatial gene cascades. Cell trajectory inference identified endocrine progenitor populations and branch-specific genes as the progenitors differentiate toward alpha or beta cells. Spatial differentiation trajectories indicated that Schwann cells are spatially co-located with endocrine progenitors, and cell-cell connectivity analysis predicted that they may interact via L1CAM-EPHB2 signaling. Our integrated approach enabled us to identify heterogeneity and multiple lineage dynamics within the mesenchyme, showing that it contributed to the exocrine acinar cell state. Finally, we have generated an interactive web resource for investigating human pancreas development for the research community.",Schwann cells; Visium; beta cell development; endocrine progenitors; human fetal pancreas; scRNA-seq; spatial transcriptomics; trajectory inference.,False,Visium,294,36601
GSE197317_GSM5914541,human,pancreas,36513063,Single-cell transcriptomic and spatial landscapes of the developing human pancreas,"Current differentiation protocols have not been successful in reproducibly generating fully functional human beta cells in vitro, partly due to incomplete understanding of human pancreas development. Here, we present detailed transcriptomic analysis of the various cell types of the developing human pancreas, including their spatial gene patterns. We integrated single-cell RNA sequencing with spatial transcriptomics at multiple developmental time points and revealed distinct temporal-spatial gene cascades. Cell trajectory inference identified endocrine progenitor populations and branch-specific genes as the progenitors differentiate toward alpha or beta cells. Spatial differentiation trajectories indicated that Schwann cells are spatially co-located with endocrine progenitors, and cell-cell connectivity analysis predicted that they may interact via L1CAM-EPHB2 signaling. Our integrated approach enabled us to identify heterogeneity and multiple lineage dynamics within the mesenchyme, showing that it contributed to the exocrine acinar cell state. Finally, we have generated an interactive web resource for investigating human pancreas development for the research community.",Schwann cells; Visium; beta cell development; endocrine progenitors; human fetal pancreas; scRNA-seq; spatial transcriptomics; trajectory inference.,False,Visium,1550,36601
GSE197317_GSM5914542,human,pancreas,36513063,Single-cell transcriptomic and spatial landscapes of the developing human pancreas,"Current differentiation protocols have not been successful in reproducibly generating fully functional human beta cells in vitro, partly due to incomplete understanding of human pancreas development. Here, we present detailed transcriptomic analysis of the various cell types of the developing human pancreas, including their spatial gene patterns. We integrated single-cell RNA sequencing with spatial transcriptomics at multiple developmental time points and revealed distinct temporal-spatial gene cascades. Cell trajectory inference identified endocrine progenitor populations and branch-specific genes as the progenitors differentiate toward alpha or beta cells. Spatial differentiation trajectories indicated that Schwann cells are spatially co-located with endocrine progenitors, and cell-cell connectivity analysis predicted that they may interact via L1CAM-EPHB2 signaling. Our integrated approach enabled us to identify heterogeneity and multiple lineage dynamics within the mesenchyme, showing that it contributed to the exocrine acinar cell state. Finally, we have generated an interactive web resource for investigating human pancreas development for the research community.",Schwann cells; Visium; beta cell development; endocrine progenitors; human fetal pancreas; scRNA-seq; spatial transcriptomics; trajectory inference.,False,Visium,1546,36601
GSE197317_GSM5914543,human,pancreas,36513063,Single-cell transcriptomic and spatial landscapes of the developing human pancreas,"Current differentiation protocols have not been successful in reproducibly generating fully functional human beta cells in vitro, partly due to incomplete understanding of human pancreas development. Here, we present detailed transcriptomic analysis of the various cell types of the developing human pancreas, including their spatial gene patterns. We integrated single-cell RNA sequencing with spatial transcriptomics at multiple developmental time points and revealed distinct temporal-spatial gene cascades. Cell trajectory inference identified endocrine progenitor populations and branch-specific genes as the progenitors differentiate toward alpha or beta cells. Spatial differentiation trajectories indicated that Schwann cells are spatially co-located with endocrine progenitors, and cell-cell connectivity analysis predicted that they may interact via L1CAM-EPHB2 signaling. Our integrated approach enabled us to identify heterogeneity and multiple lineage dynamics within the mesenchyme, showing that it contributed to the exocrine acinar cell state. Finally, we have generated an interactive web resource for investigating human pancreas development for the research community.",Schwann cells; Visium; beta cell development; endocrine progenitors; human fetal pancreas; scRNA-seq; spatial transcriptomics; trajectory inference.,False,Visium,1498,36601
GSE197317_GSM5914544,human,pancreas,36513063,Single-cell transcriptomic and spatial landscapes of the developing human pancreas,"Current differentiation protocols have not been successful in reproducibly generating fully functional human beta cells in vitro, partly due to incomplete understanding of human pancreas development. Here, we present detailed transcriptomic analysis of the various cell types of the developing human pancreas, including their spatial gene patterns. We integrated single-cell RNA sequencing with spatial transcriptomics at multiple developmental time points and revealed distinct temporal-spatial gene cascades. Cell trajectory inference identified endocrine progenitor populations and branch-specific genes as the progenitors differentiate toward alpha or beta cells. Spatial differentiation trajectories indicated that Schwann cells are spatially co-located with endocrine progenitors, and cell-cell connectivity analysis predicted that they may interact via L1CAM-EPHB2 signaling. Our integrated approach enabled us to identify heterogeneity and multiple lineage dynamics within the mesenchyme, showing that it contributed to the exocrine acinar cell state. Finally, we have generated an interactive web resource for investigating human pancreas development for the research community.",Schwann cells; Visium; beta cell development; endocrine progenitors; human fetal pancreas; scRNA-seq; spatial transcriptomics; trajectory inference.,False,Visium,1196,36601
GSE197317_GSM5914545,human,pancreas,36513063,Single-cell transcriptomic and spatial landscapes of the developing human pancreas,"Current differentiation protocols have not been successful in reproducibly generating fully functional human beta cells in vitro, partly due to incomplete understanding of human pancreas development. Here, we present detailed transcriptomic analysis of the various cell types of the developing human pancreas, including their spatial gene patterns. We integrated single-cell RNA sequencing with spatial transcriptomics at multiple developmental time points and revealed distinct temporal-spatial gene cascades. Cell trajectory inference identified endocrine progenitor populations and branch-specific genes as the progenitors differentiate toward alpha or beta cells. Spatial differentiation trajectories indicated that Schwann cells are spatially co-located with endocrine progenitors, and cell-cell connectivity analysis predicted that they may interact via L1CAM-EPHB2 signaling. Our integrated approach enabled us to identify heterogeneity and multiple lineage dynamics within the mesenchyme, showing that it contributed to the exocrine acinar cell state. Finally, we have generated an interactive web resource for investigating human pancreas development for the research community.",Schwann cells; Visium; beta cell development; endocrine progenitors; human fetal pancreas; scRNA-seq; spatial transcriptomics; trajectory inference.,False,Visium,2126,36601
GSE197317_GSM5914546,human,pancreas,36513063,Single-cell transcriptomic and spatial landscapes of the developing human pancreas,"Current differentiation protocols have not been successful in reproducibly generating fully functional human beta cells in vitro, partly due to incomplete understanding of human pancreas development. Here, we present detailed transcriptomic analysis of the various cell types of the developing human pancreas, including their spatial gene patterns. We integrated single-cell RNA sequencing with spatial transcriptomics at multiple developmental time points and revealed distinct temporal-spatial gene cascades. Cell trajectory inference identified endocrine progenitor populations and branch-specific genes as the progenitors differentiate toward alpha or beta cells. Spatial differentiation trajectories indicated that Schwann cells are spatially co-located with endocrine progenitors, and cell-cell connectivity analysis predicted that they may interact via L1CAM-EPHB2 signaling. Our integrated approach enabled us to identify heterogeneity and multiple lineage dynamics within the mesenchyme, showing that it contributed to the exocrine acinar cell state. Finally, we have generated an interactive web resource for investigating human pancreas development for the research community.",Schwann cells; Visium; beta cell development; endocrine progenitors; human fetal pancreas; scRNA-seq; spatial transcriptomics; trajectory inference.,False,Visium,1719,36601
GSE199659_GSM5979972,mouse,muscle,37582915,Spatial transcriptomics reveal markers of histopathological changes in Duchenne muscular dystrophy mouse models,"Duchenne muscular dystrophy is caused by mutations in the DMD gene, leading to lack of dystrophin. Chronic muscle damage eventually leads to histological alterations in skeletal muscles. The identification of genes and cell types driving tissue remodeling is a key step to developing effective therapies. Here we use spatial transcriptomics in two Duchenne muscular dystrophy mouse models differing in disease severity to identify gene expression signatures underlying skeletal muscle pathology and to directly link gene expression to muscle histology. We perform deconvolution analysis to identify cell types contributing to histological alterations. We show increased expression of specific genes in areas of muscle regeneration (Myl4, Sparc, Hspg2), fibrosis (Vim, Fn1, Thbs4) and calcification (Bgn, Ctsk, Spp1). These findings are confirmed by smFISH. Finally, we use differentiation dynamic analysis in the D2-mdx muscle to identify muscle fibers in the present state that are predicted to become affected in the future state.",,False,Visium,2348,32285
GSE199659_GSM5979973,mouse,muscle,37582915,Spatial transcriptomics reveal markers of histopathological changes in Duchenne muscular dystrophy mouse models,"Duchenne muscular dystrophy is caused by mutations in the DMD gene, leading to lack of dystrophin. Chronic muscle damage eventually leads to histological alterations in skeletal muscles. The identification of genes and cell types driving tissue remodeling is a key step to developing effective therapies. Here we use spatial transcriptomics in two Duchenne muscular dystrophy mouse models differing in disease severity to identify gene expression signatures underlying skeletal muscle pathology and to directly link gene expression to muscle histology. We perform deconvolution analysis to identify cell types contributing to histological alterations. We show increased expression of specific genes in areas of muscle regeneration (Myl4, Sparc, Hspg2), fibrosis (Vim, Fn1, Thbs4) and calcification (Bgn, Ctsk, Spp1). These findings are confirmed by smFISH. Finally, we use differentiation dynamic analysis in the D2-mdx muscle to identify muscle fibers in the present state that are predicted to become affected in the future state.",,False,Visium,1426,32285
GSE199659_GSM5979974,mouse,muscle,37582915,Spatial transcriptomics reveal markers of histopathological changes in Duchenne muscular dystrophy mouse models,"Duchenne muscular dystrophy is caused by mutations in the DMD gene, leading to lack of dystrophin. Chronic muscle damage eventually leads to histological alterations in skeletal muscles. The identification of genes and cell types driving tissue remodeling is a key step to developing effective therapies. Here we use spatial transcriptomics in two Duchenne muscular dystrophy mouse models differing in disease severity to identify gene expression signatures underlying skeletal muscle pathology and to directly link gene expression to muscle histology. We perform deconvolution analysis to identify cell types contributing to histological alterations. We show increased expression of specific genes in areas of muscle regeneration (Myl4, Sparc, Hspg2), fibrosis (Vim, Fn1, Thbs4) and calcification (Bgn, Ctsk, Spp1). These findings are confirmed by smFISH. Finally, we use differentiation dynamic analysis in the D2-mdx muscle to identify muscle fibers in the present state that are predicted to become affected in the future state.",,False,Visium,1884,32285
